Brand,Price,Released Date,OS,Display,Camera,RAM,Battery
Xiaomi,"৳12,499.00 ৳10,999.00","2024, February 23","Android 14, MIUI","6.71"" 720x1650 pixels",8MP 1080p,3-6GB RAM Helio G36,5000mAh 10W
OnePlus,Coming soon,Not announced yet,Android 13,"6.72"" 1080x2400 pixels",108MP 1080p,8GB RAM Snapdragon 695 5G,5000mAh Li-Po
OnePlus,Coming soon,Not announced yet,Android 13,"6.7"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Snapdragon 782G,5000mAh Li-Po
OnePlus,Coming soon,Not announced yet,Android 13,"6.7"" 1080x2400 pixels",64MP 2160p,12GB RAM Snapdragon 695 5G,5000mAh Li-Po
Huawei,"৳120,000.00","Exp. release 2024, March",HarmonyOS 4.0,"6.94"" 1136x2690 pixels",50MP 2160p,12/16GB RAM,4520mAh 66W40W
Oppo,Coming soon,Not announced yet,Android 14,"6.7"" 1080x2412 pixels",50MP 2160p,12GB RAM Dimensity 8200,4600mAh Li-Po
Oppo,Coming soon,Not announced yet,Android 14,"6.7"" 1080x2412 pixels",50MP 2160p,8/12GB RAM Dimensity 7050,5000mAh Li-Po
Walton,"৳11,999.00","2024, February 17",Android 13,"6.8"" 720 x 1612 pixels",52MP 1080P,8GB RAM UNISOC TIGER T606,5010mAh Li-po
Google,Coming soon,"2023, June 27",Android 13,"7.6"" 1840x2208 pixels",48MP 2160p,12GB RAM Google Tensor G2,4821mAh Li-Po
Oppo,"৳30,000.00","2024, February 08","Android 14, ColorOS 14","6.7"" 1080x2412 pixels",64MP 2160p,8GB RAM Dimensity 7050,5000mAh Li-Po
Energizer,Coming soon,Not announced yet,Android 14,"6.78"" 1080x2460 pixels",60MP 2160p,-,28000mAh
TCL,Coming soon,"Exp. release 2024, March",Android 14,"6.75"" 720x1600 pixels",50MP 1080p,4GB RAM Helio G35,5010mAh
Vivo,"৳55,000.00","2024, March 07","Android 14, Funtouch 14","6.78"" 1260x2800 pixels",50MP 2160p,8/12GB RAM Dimensity 8200,5000mAh 80W
Vivo,"৳59,999.00","2024, March 04","Android 14, Funtouch 14","6.78"" 1260x2800 pixels",50MP 2160p,8/12GB RAM Snapdragon 7 Gen 3,5000mAh 80W
Vivo,Coming soon,Not announced yet,Android 13,"6.78"" 1080x2400 pixels",64MP 2160p,8GB RAM Dimensity 7200,4600mAh Li-Po
Ulefone,"৳40,000.00","2024, January",Android 13,"6.78"" 1080x2400 pixels",108MP 1440p,12GB RAM Helio G99,5050mAh Li-Po
Xiaomi,Coming soon,Not announced yet,Android 14,"6.73"" 1440x3200 pixels",50MP 4320p,12/16GB RAM Snapdragon 8 Gen 2,5000mAh Li-Po
Realme,Coming soon,Not announced yet,Android 14,"6.7"" 1080x2412 pixels",64MP 2160p,8/12GB RAM Snapdragon 7s Gen 2,5000mAh Li-Po
Realme,Coming soon,Not announced yet,Android 14,"6.7"" 1080x2412 pixels",50MP 2160p,8GB RAM Snapdragon 6 Gen 1,5000mAh Li-Po
Realme,Coming soon,Not announced yet,Android 13,"6.43"" 1080x2400 pixels",64MP 1080p,8/12GB RAM Dimensity 6020,5000mAh Li-Po
Huawei,Coming soon,Not announced yet,HarmonyOS 4.0,"6.76"" 1224x2776 pixels",50MP 2160p,Kirin 9000S,4600mAh
Huawei,Coming soon,Not announced yet,HarmonyOS 4.0,"6.7"" 1084x2412 pixels",50MP 2160p,Kirin 830,4600mAh
Energizer,"৳10,000.00","2024, February",Android 13,"6.82"" 720x1640 pixels",8MP 1080p,2GB RAM MT6762CB,4900mAh Li-Po
Motorola,"৳12,000.00","2024, February 07",Android 14,"6.56"" 720x1612 pixels",50MP 1080p,4/8GB RAM Helio G85,6000mAh
Infinix,"৳12,000.00","2024, February","Android 13, XOS 13","6.6"" 720x1612 pixels",50MP 1080p,4GB RAM Helio G36,6000mAh
OnePlus,"৳20,000.00","2024, January 31","Android 13, OxygenOS 13.1","6.72"" 1080x2400 pixels",50MP 1080p,4GB RAM Dimensity 6020,5000mAh Li-Po
Realme,"৳30,000.00","2024, March 02","Android 14, Realme UI 5.0","6.7"" 1080x2400 pixels",50MP 2160p,8GB RAM Dimensity 7050,5000mAh 67W
Realme,"৳45,000.00 ৳42,000.00","2024, January 29","Android 14, Realme UI 5.0","6.7"" 1080x2412 pixels",64MP 2160p,8/12GB RAM Snapdragon 7s Gen 2,5000mAh Li-Po
Realme,"৳36,000.00","2024, January 29","Android 14, Realme UI 5.0","6.7"" 1080x2412 pixels",50MP 2160p,8GB RAM Snapdragon 6 Gen 1,5000mAh Li-Po
Itel,"৳12,000.00","2024, February",Android 14,"6.6"" 720x1612 pixels",50MP 1080p,4GB RAM Unisoc T606,6000mAh Li-Po
Huawei,"৳30,000.00","Exp. release 2024, February",HarmonyOS 4.0,"6.75"" 720x1600 pixels",50MP 1080p,8GB RAM Kirin 710A,6000mAh Li-Po
Vivo,Coming soon,Not announced yet,Android 13,"6.78"" 1440x3200 pixels",50MP 2160p,12/16GB RAM Snapdragon 8 Gen 2,4700mAh Li-Po
Itel,"৳14,490.00","2024, February 13",Android 13,"6.6"" 720x1612 pixels",50MP 1080p,4/8GB RAM Unisoc T606,5000mAh Li-Po
Itel,"৳11,990.00 ৳10,990.00","2024, February",Android 13,"6.6"" 720x1612 pixels",50MP 1080p,4/8GB RAM Unisoc T606,5000mAh Li-Po
Lava,Coming soon,Not announced yet,Android 13,"6.5"" 720x1600 pixels",50MP 1080p,8GB RAM Unisoc Tiger T616,5000mAh Li-Po
Vivo,"৳30,000.00","2024, February 02","Android 14, Funtouch 14","6.67"" 1080x2400 pixels",50MP 1080p,8GB RAM Snapdragon 4 Gen 2,5000mAh
Realme,"৳10,999.00","2024, January 23","Android 13, Realme UI T","6.74"" 720x1600 pixels",13MP 1080p,4GB RAM Unisoc Tiger T612,5000mAh Li-Po
Motorola,"৳22,000.00","2024, February 06",Android 14,"6.56"" 720x1612 pixels",50MP 1080p,4/8GB RAM Helio G85,5000mAh Li-Po
Motorola,"৳13,000.00","2024, February 07",Android 14,"6.56"" 720x1612 pixels",16MP 1080p,4/8GB RAM Unisoc T606,5000mAh
OnePlus,"৳57,000.00","2024, February 06","Android 14, OxygenOS 14","6.78"" 1240x2772 pixels",50MP 2160p,8/12GB RAM Snapdragon 8 Gen 2,5500mAh
Energizer,"৳40,000.00","2024, February",Android 13,"6.78"" 1080x2460 pixels",48MP 1080p,4GB RAM Dimensity 720,4900mAh Li-Po
Vivo,"৳20,000.00","2024, January 19","Android 13, OriginOS 3","6.56"" 720x1612 pixels",13MP 1080p,4-8GB RAM Dimensity 6020,5000mAh
Xiaomi,Coming soon,Not announced yet,Android 14,"6.8"" 1080x2520 pixels",50MP 2160p,12GB RAM Dimensity 9200,4300mAh Li-Po
Oppo,Coming soon,Not announced yet,Android 13,"6.52"" 720x1600 pixels",48MP 1080p,3/4GB RAM Helio G35 SoC,5000mAh Li-Po
Blackview,Coming soon,"2024, January","Android 13, Doke-OS 4.0","6.78"" 1080x2460 pixels",50MP 2160p,12GB RAM Dimensity 8020,8800mAh
Blackview,Coming soon,"2024, January","Android 13, Doke-OS 4.0","6.78"" 1080x2460 pixels",50MP 2160p,12GB RAM Dimensity 7050,8800mAh
Samsung,"৳243,999.00","2024, January","Android 14, One UI 6.1","6.8"" 1440x3088 pixels",200MP 4320p,12GB RAM Snapdragon 8 Gen 3,5000mAh Li-Ion
Samsung,"৳99,000.00","2024, January 25","Android 14, One UI 6.1","6.7"" 1440x3088 pixels",200MP 4320p,12GB RAM Snapdragon 8 Gen 3,4900mAh Li-Ion
Samsung,"৳75,000.00","2024, January 25","Android 14, One UI 6.1","6.2"" 1080x2340 pixels",200MP 4320p,8/12GB RAM Snapdragon 8 Gen 3,4000mAh Li-Ion
Asus,Coming soon,Not announced yet,Android 13,"5.92"" 1080x2400 pixels",50MP 4320p,8/16GB RAM Snapdragon 8 Gen 2,4300mAh Li-Po
Walton,"৳14,999.00","2024, January 21",Android 13,"6.6"" 720 x 1612 pixels",50MP 1080P,8GB RAM TIGER T616,5000mAh Li-po
Motorola,"৳20,000.00","2024, January 26",Android 13,"6.5"" 720x1600 pixels",50MP 1080p,4GB RAM Snapdragon 680 4G,5000mAh Li-Po
Xiaomi,"৳31,000.00","2024, January 15","Android 13, MIUI 14","6.67"" 1080x2400 pixels",200MP 2160p,8/12GB RAM Helio G99 Ultra,5000mAh Li-Po
Xiaomi,"৳22,999.00","2024, January 15","Android 13, MIUI 14","6.67"" 1080x2400 pixels",108MP 1080p,6/8GB RAM Snapdragon 685,5000mAh Li-Po
Infinix,"৳12,000.00","2024, January 17","Android 13, XOS 13","6.6"" 720x1612 pixels",50MP 1080p,4GB RAM Helio G36,5000mAh
Honor,"৳250,000.00","2024, January 12","Android 13, MagicOS 7.2","7.92"" 2156x2344 pixels",50MP 2160p,16GB RAM Snapdragon 8 Gen 2,5000mAh Li-Po
Oppo,"৳55,000.00","2024, January 18","Android 14, ColorOS 14","6.7"" 1080x2412 pixels",50MP 2160p,12GB RAM Dimensity 8200,4600mAh Li-Po
Oppo,"৳40,000.00","2024, January 25","Android 14, ColorOS 14","6.7"" 1080x2412 pixels",50MP 2160p,8/12GB RAM Dimensity 7050,5000mAh Li-Po
Xiaomi,"৳38,000.00","2024, January 12","Android 14, HyperOS","6.67"" 1220x2712 pixels",64MP 2160p,8/12GB RAM Dimensity 8300 Ultra,5000mAh
Xiaomi,"৳30,000.00","2024, January 12","Android 13, MIUI 14, planned upgrade to 14","6.67"" 1220x2712 pixels",64MP 2160p,8/12GB RAM Snapdragon 7s Gen 2,5100mAh
Motorola,Coming soon,Not announced yet,Android 14,"6.5"" 1080x2200 pixels",50MP 1080p,6GB RAM Snapdragon,5000mAh
Xiaomi,"৳38,000.00","2024, January 12","Android 13, MIUI 14, planned upgrade to 14","6.67"" 1080x2400 pixels",64MP 1080p,8/12GB RAM Helio G99 Ultra,5000mAh
Vivo,Coming soon,Not announced yet,Android 14,"6.64"" 1080x2388 pixels",50MP 1080p,12GB RAM Dimensity 6020,5000mAh
Honor,"৳100,000.00","2024, January 18","Android 14, MagicOS 8","6.8"" 1280x2800 pixels",180MP 2160p,12/16GB RAM Snapdragon 8 Gen 3,5600mAh Li-Po
Honor,"৳86,000.00","2024, January 18","Android 14, MagicOS 8","6.78"" 1264x2800 pixels",50MP 2160p,12/16GB RAM Snapdragon 8 Gen 3,5450mAh Li-Po
Samsung,"৳50,000.00","2024, January","Android 14, One UI 6","6.6"" 1080x2408 pixels",50MP 1080p,6GB RAM,4050mAh Li-Po
Asus,"৳125,000.00","2024, January 18",Android 14,"6.78"" 1080x2448 pixels",50MP 4320p,16/24GB RAM Snapdragon 8 Gen 3,5500mAh Li-Po
Asus,"৳102,000.00","2024, January 18",Android 14,"6.78"" 1080x2448 pixels",50MP 4320p,12/16GB RAM Snapdragon 8 Gen 3,5500mAh Li-Po
Vivo,"৳20,000.00","2024, January 07","Android 13, Funtouch 13","6.56"" 720x1612 pixels",50MP 1080p,4-8GB RAM Dimensity 6020,5000mAh 15W
Tecno,"৳10,000.00","2024, January",Android 13,"6.56"" 720x1612 pixels",12MP 1080p,4GB RAM Unisoc T606,5000mAh Li-Po
Xiaomi,"৳32,000.00","2023, September 21","Android 13, MIUI 14","6.67"" 1080x2400 pixels",100MP 1080p,6-12GB RAM Dimensity 6080,5000mAh Li-Po
Blackview,"৳20,000.00","2024, January","Android 13, Doke OS 4.0","6.75"" 720x1600 pixels",50MP 1080p,8GB RAM Unisoc Tiger T616,6000mAh 18W
Vivo,Coming soon,Not announced yet,Android 13,"6.67"" 1080x2400 pixels",64MP 1080p,12GB RAM Snapdragon 695 5G,4800mAh Li-Ion
Vivo,Coming soon,Not announced yet,Android 13,"6.78"" 1260x2800 pixels",50MP 2160p,8/12GB RAM Dimensity 8200,4600mAh Li-Po
Vivo,Coming soon,Not announced yet,Android 13,"6.78"" 1260x2800 pixels",50MP 2160p,8/12GB RAM Snapdragon 778G 5G,4600mAh Li-Po
Huawei,Coming soon,Not announced yet,EMUI 12,"6.75"" 720x1600 pixels",48MP 1080p,4GB RAM Unspecified,6000mAh Li-Po
ZTE,"৳9,999.00","2023, November",Android 13,"6.6"" 720x1612 pixels",13MP 1080p,4GB RAM Unisoc SC9863A,5000mAh Li-Ion
Xiaomi,Coming soon,Not announced yet,Android 14,"6.67"" 1220x2712 pixels",50MP 4320p,12-24GB RAM Dimensity 9200+,5000mAh Li-Po
Tecno,"৳26,999.00","Release 2024, February 18",Android 14,"6.78"" 1080x2436 pixels",108MP 1440p,8GB RAM Helio G99 Ultimate,5000mAh Li-Po
Coolpad,Coming soon,"2023, December","Android 13, CoolOS","6.56"" 720x1600 pixels",50MP 1080p,6GB RAM Helio G37,4500mAh
Samsung,"৳21,000.00","2024, April 05","Android 14, One UI 6","6.5"" 1080x2340 pixels",50MP 1080p,4-8GB RAM Dimensity 6100+,6000mAh 25W
Vivo,"৳56,000.00","2023, December 30","Android 14, OriginOS 4","6.78"" 1260x2800 pixels",50MP 4320p,12/16GB RAM Dimensity 9300,5160mAh
Huawei,"৳40,000.00","2024, January 05",HarmonyOS 4.0,"6.7"" 1084x2412 pixels",50MP 2160p,Snapdragon 778G 4G,4500mAh
Vivo,Coming soon,Not announced yet,Android 13,"6.64"" 1080x2388 pixels",50MP 1080p,12GB RAM Dimensity 6020,5000mAh
Oukitel,"৳30,000.00","2024, January",Android 13,"6.6"" 1080x2408 pixels",64MP 1440p,8GB RAM Dimensity 6100+,22000mAh Li-Po
Ulefone,"৳110,000.00","2023, December 21",Android 13,"6.78"" 1080x2460 pixels",64MP 2160p,12GB RAM Dimensity 8020,5280mAh Li-Po
Xiaomi,Coming soon,Not announced yet,Android 14,"6.52"" 720x1600 pixels",8MP 1080p,2-4GB RAM Helio G36,5000mAh Li-Po
Xiaomi,Coming soon,Not announced yet,Android 14,"6.67"" 1220x2712 pixels",200MP 2160p,12/16GB RAM Dimensity 7200 Ultra,5000mAh Li-Po
Xiaomi,Coming soon,Not announced yet,Android 14,"6.67"" 1220x2712 pixels",200MP 2160p,8-16GB RAM Snapdragon 7s Gen 2,5100mAh Li-Po
Xiaomi,Coming soon,Not announced yet,Android 14,"6.67"" 1080x2400 pixels",100MP 1080p,6-12GB RAM Dimensity 6080,5000mAh Li-Po
Realme,"৳22,999.00","2023, December 19","Android 14, Realme UI","6.72"" 1080x2400 pixels",108MP 1080p,8GB RAM Snapdragon 685,5000mAh Li-Po
Lava,"৳18,000.00","2023, December 28",Android 13,"6.78"" 1080x2460 pixels",50MP 1080p,8GB RAM Dimensity 6080,5000mAh Li-Po
Motorola,"৳18,500.00","2023, December 29",Android 13,"6.5"" 720x1600 pixels",50MP 1080p,8GB RAM Snapdragon 695 5G,5000mAh Li-Po
Tecno,"৳21,999.00 ৳20,999.00","2023, December",Android 13,"6.78"" 1080x2460 pixels",108MP 1440p,8GB RAM Helio G99,5000mAh
Honor,"৳30,999.00","2023, December 22","Android 13, MagicOS 7.2","6.7"" 1080x2412 pixels",108MP 1080p,8GB RAM Snapdragon 680 4G,4500mAh Li-Po
Oppo,"৳135,000.00","2024, January 12","Android 14, ColorOS 14","6.82"" 1440x3168 pixels",50MP 2160p,12/16GB RAM Snapdragon 8 Gen 3,5000mAh Li-Po
Lenovo,Coming soon,Not announced yet,Android 13,"6.52"" 720x1600 pixels",64MP 1080p,4GB RAM Unisoc SC9863A,5000mAh Li-Ion
Lava,"৳15,000.00","2023, December 14",Android 13,"6.5"" 720x1600 pixels",50MP 1080p,8GB RAM Unisoc Tiger T616,5000mAh Li-Po
Lava,"৳10,000.00","2024, February 07",Android 13,"6.52"" 720x1600 pixels",13MP 1080p,4GB RAM Unisoc T606,5000mAh Li-Po
Oppo,Coming soon,Not announced yet,Android 14,"6.8"" 1080x2520 pixels",50MP 2160p,12GB RAM Dimensity 9200,4300mAh Li-Po
Oppo,Coming soon,Not announced yet,Android 14,"7.82"" 2268x2440 pixels",64MP 2160p,12/16GB RAM Snapdragon 8 Gen 2,4805mAh Li-Po
Samsung,"৳31,299.00","2023, December 16","Android 14, One UI 6","6.5"" 1080x2340 pixels",50MP 1080p,4-8GB RAM Dimensity 6100+,5000mAh Li-Po
Xiaomi,Coming soon,Not announced yet,Android 14,"6.67"" 1440x3200 pixels",50MP 4320p,12-24GB RAM Snapdragon 8 Gen 3,5000mAh Li-Po
Xiaomi,Coming soon,Not announced yet,Android 14,"6.67"" 1440x3200 pixels",50MP 4320p,12/16GB RAM Snapdragon 8 Gen 2,5000mAh Li-Po
Xiaomi,Coming soon,Not announced yet,Android 14,"6.67"" 1220x2712 pixels",64MP 2160p,12/16GB RAM Dimensity 8300 Ultra,5500mAh Li-Po
Vivo,"৳20,000.00","2024, January","Android 13, OriginOS 3","6.56"" 720x1612 pixels",13MP 1080p,4GB RAM Dimensity 6020,5000mAh Li-Po
Xiaomi,"৳16,000.00","2023, December 08","Android 13, MIUI 14","6.74"" 720x1600 pixels",50MP 1080p,4GB RAM Dimensity 6100+,5000mAh Li-Po
Coolpad,Coming soon,"2023, November 29",Android 13,"6.79"" 720x1640 pixels",48MP 1080p,6/8GB RAM Unisoc Tiger T616,5000mAh
Xiaomi,"৳20,000.00","2023, December 16","Android 13, MIUI 14","6.74"" 720x1650 pixels",50MP 1080p,4-8GB RAM Dimensity 6100+,5000mAh Li-Po
Infinix,"৳19,999.00","2023, December","Android 13, XOS 13.5","6.78"" 1080x2460 pixels",108MP 1440p,8GB RAM Helio G99,5000mAh
Infinix,"৳17,999.00","2023, December","Android 13, XOS 13.5","6.78"" 1080x2460 pixels",50MP 1440p,8GB RAM Helio G88,5000mAh Li-Po
Huawei,Coming soon,Not announced yet,HarmonyOS 3.0,"6.9"" 1188x2790 pixels",40MP 2160p,8GB RAM Snapdragon 778G 4G,4000mAh Li-Po
Samsung,Coming soon,Not announced yet,Android 14,"6.8"" 1440x3088 pixels",200MP 4320p,8/12GB RAM Snapdragon 8 Gen 2,5000mAh Li-Ion
Samsung,Coming soon,Not announced yet,Android 14,"6.6"" 1080x2340 pixels",50MP 4320p,8GB RAM Snapdragon 8 Gen 2,4700mAh Li-Ion
Samsung,Coming soon,Not announced yet,Android 14,"6.1"" 1080x2340 pixels",50MP 4320p,8GB RAM Snapdragon 8 Gen 2,3900mAh Li-Ion
Vivo,"৳35,000.00","2023, January 13","Android 14, OriginOS 4","6.67"" 1080x2400 pixels",50MP 2160p,12GB RAM Dimensity 7200,4800mAh
Walton,"৳12,999.00","2023, December",Android 13,"6.6"" 720 x 1612 pixels",52MP 1080P,9GB RAM UNISOC TIGER T606,5050mAh Li-po
Tecno,"৳16,999.00","2023, December",Android 13,"6.6"" 720x1612 pixels",50MP 1440p,8GB RAM Helio G85,5000mAh Li-Po
Xiaomi,Coming soon,Not announced yet,Android 13,"6.67"" 1080x2400 pixels",64MP 2160p,8-16GB RAM Snapdragon 7+ Gen 2,5000mAh Li-Po
Huawei,"৳75,000.00","2024, January 12",HarmonyOS 4.0,"6.76"" 1224x2776 pixels",50MP 2160p,Kirin 9000S,4600mAh
Realme,"৳20,000.00","2023, December 16","Android 13, Realme UI 4.0","6.72"" 1080x2400 pixels",50MP 1080p,4/6GB RAM Dimensity 6100+,5000mAh Li-Po
ZTE,"৳14,499.00","2023, October",Android 13,"6.6"" 1080x2408 pixels",50MP 1080p,8GB RAM Unisoc T606,5000mAh Li-Po
Infinix,"৳12,000.00","2024, February","Android 13, XOS 13","6.6"" 720x1612 pixels",50MP 1080p,4/8GB RAM Helio G36,5000mAh
Sony,Coming soon,Not announced yet,Android 13,"6.1"" 1080x2520 pixels",48MP 2160p,8GB RAM Snapdragon 8 Gen 2,5000mAh Li-Po
Sony,Coming soon,Not announced yet,Android 13,"6.5"" 1644x3840 pixels",48MP 2160p,12GB RAM Snapdragon 8 Gen 2,5000mAh Li-Po
Honor,"৳23,999.00","2023, December 01","Android 13, MagicOS 7.2","6.8"" 1080x2412 pixels",108MP 1080p,8GB RAM Snapdragon 680 4G,6000mAh Li-Po
Infinix,"৳10,000.00","2023, December 13","Android 13, XOS 13","6.6"" 720x1612 pixels",13MP 1080p,3GB RAM Unisoc T606,5000mAh Li-Po
ZTE,"৳120,000.00","2023, November 23","Android 14, Redmagic OS 9","6.8"" 1116x2480 pixels",50MP 4320p,16/24GB RAM Snapdragon 8 Gen 3,5500mAh Li-Po
Vivo,Coming soon,Not announced yet,Android 13,"6.78"" 1260x2800 pixels",50MP 2160p,8/12GB RAM Dimensity 9200+,4810mAh Li-Po
Honor,"৳40,000.00","2023, December 21","Android 13, MagicOS 7.2","6.7"" 1200x2664 pixels",50MP 2160p,12-24GB RAM Snapdragon 8 Gen 2,5000mAh Li-Po
Oppo,"৳55,000.00","2023, December 01","Android 14, ColorOS 14","6.74"" 1240x2772 pixels",50MP 2160p,12GB RAM Snapdragon 8+ Gen 1,4700mAh Li-Po
Oppo,"৳40,000.00","2023, November 25","Android 14, ColorOS 14","6.7"" 1080x2412 pixels",50MP 2160p,8/12GB RAM Dimensity 8200,4800mAh Li-Po
Vivo,"৳60,000.00","2023, December 29","Android 13, Funtouch 13","6.67"" 1080x2400 pixels",64MP 1080p,12GB RAM Snapdragon 695 5G,4800mAh Li-Ion
Realme,"৳30,000.00","2023, December 20","Android 13, Realme UI 4.0","6.72"" 1080x2400 pixels",13MP 1080p,6/8GB RAM Dimensity 6100+,5000mAh Li-Po
Blackview,Coming soon,"2023, November","Android 13, Doke OS 4.0","6.78"" 1080x2460 pixels",64MP 1440p,8/12GB RAM Helio G99,5000mAh Li-Ion
Apple,Coming soon,Not announced yet,iOS 17,"6.7"" 1290x2796 pixels",48MP 2160p,6GB RAM Apple A16 Bionic,4383mAh Li-Ion
Walton,"৳8,999.00","2023, November",Android 13,"6.6"" 720 x 1612 pixels",8MP 1080P,6GB RAM,5000mAh Li-po
Tecno,Coming soon,Not announced yet,Android 13,"7.85"" 2000x2296 pixels",50MP 2160p,12GB RAM Dimensity 9000+,5000mAh Li-Po
Vivo,"৳25,000.00","2023, December 02","Android 13, OriginOS 3","6.64"" 1080x2388 pixels",50MP 1080p,12GB RAM Dimensity 6020,5000mAh
Asus,Coming soon,Not announced yet,Android 13,"6.78"" 1080x2448 pixels",50MP 4320p,18GB RAM Snapdragon 8+ Gen 1,5000mAh Li-Po
Tecno,"৳25,000.00","2023, November","Android 13, HIOS 13","6.67"" 1080x2400 pixels",64MP 1080p,8GB RAM Dimensity 8020,5000mAh 33W
Vivo,Coming soon,Not announced yet,Android 13,"6.51"" 720x1600 pixels",13MP 1080p,4-8GB RAM Dimensity 700,5000mAh Li-Po
Vivo,Coming soon,Not announced yet,Android 13,"6.78"" 1080x2400 pixels",50MP 1080p,8/12GB RAM Snapdragon 695 5G,5000mAh Li-Po
Vivo,Coming soon,Not announced yet,Android 13,"6.78"" 1080x2400 pixels",64MP 1080p,8GB RAM Snapdragon 695 5G,5000mAh Li-Po
ZTE,"৳25,000.00","2023, October",Android 13,"6.75"" 720x1600 pixels",50MP 1080p,4GB RAM Unisoc T606,5200mAh Li-Po
Honor,"৳25,000.00","2023, November 10","Android 13, MagicOS 7.2","6.7"" 1080x2412 pixels",108MP 1080p,12GB RAM Dimensity 6080,4500mAh Li-Po
Lava,Coming soon,Not announced yet,Android 13,"6.78"" 1080x2460 pixels",50MP 2160p,8GB RAM Dimensity 7050,4700mAh Li-Po
Xiaomi,"৳14,499.00 ৳13,999.00","2023, November 10","Android 13, MIUI 14","6.74"" 720x1650 pixels",50MP 1080p,4-8GB RAM Helio G85,5000mAh Li-Po
Xiaomi,"৳42,000.00","2023, November 29","Android 14, HyperOS","6.67"" 1220x2712 pixels",64MP 2160p,12/16GB RAM Dimensity 8300 Ultra,5500mAh Li-Po
Wiko,"৳25,000.00","2023, November 07",HarmonyOS,"6.75"" 720x1600 pixels",13MP 1080p,Dimensity 700,6000mAh Li-Po
Vivo,"৳22,999.00","2023, November 07","Android 13, Funtouch 13","6.64"" 1080x2388 pixels",50MP 1080p,8GB RAM Snapdragon 680 4G,5000mAh Li-Po
Ulefone,"৳35,000.00","2023, November",Android 13,"6.58"" 1080x2408 pixels",108MP 2160p,12GB RAM Dimensity 7050,9600mAh Li-Po
Ulefone,"৳45,000.00","2023, November",Android 13,"6.58"" 1080x2408 pixels",108MP 2160p,12GB RAM Dimensity 7050,9600mAh Li-Po
Blackview,Coming soon,"2023, November","Android 13, Doke OS 4.0","6.78"" 1080x2460 pixels",64MP 1440p,8GB RAM Helio G99,5000mAh Li-Ion
Blackview,Coming soon,"2023, November","Android 13, Doke OS 4.0","6.6"" 720x1612 pixels",50MP 1080p,8GB RAM Unisoc T606,5180mAh Li-Ion
Vivo,"৳55,000.00","2023, January 13","Android 14, OriginOS 4","6.78"" 1260x2800 pixels",50MP 2160p,12/16GB RAM Dimensity 9200+,5000mAh
Vivo,"৳44,000.00","2023, December 22","Android 14, OriginOS 4","6.78"" 1260x2800 pixels",50MP 2160p,8-16GB RAM Snapdragon 7 Gen 3,5000mAh
Xiaomi,Coming soon,Not announced yet,Android 14,"6.73"" 1440x3200 pixels",50MP 4320p,12/16GB RAM Snapdragon 8 Gen 3,4880mAh Li-Po
Xiaomi,Coming soon,Not announced yet,Android 14,"6.36"" 1200x2670 pixels",50MP 4320p,8-16GB RAM Snapdragon 8 Gen 3,4610mAh Li-Po
Oukitel,"৳55,000.00","2023, November 18",Android 13,"6.78"" 1080x2460 pixels",108MP 2160p,12GB RAM Dimensity 8050,11000mAh Li-Po
Google,Coming soon,Not announced yet,Android 14,"6.7"" 1440x3120 pixels",50MP 2160p,12GB RAM Google Tensor G3,5050mAh Li-Ion
Google,Coming soon,Not announced yet,Android 14,"6.2"" 1080x2400 pixels",50MP 2160p,8GB RAM Google Tensor G3,4575mAh Li-Ion
Oukitel,"৳25,000.00",2023,Android 13,"6.52"" 720x1600 pixels",13MP 1080p,8GB RAM Unisoc T606,10600mAh Li-Po
Oukitel,"৳25,000.00","2023, July",Android 13,"6.52"" 720x1600 pixels",48MP 1080p,8GB RAM,10600mAh Li-Po
Oukitel,"৳35,000.00","2023, September",Android 13,"6.8"" 1080x2460 pixels",64MP 2160p,12GB RAM Helio G99,8500mAh Li-Po
Oukitel,"৳35,000.00","2023, June",Android 13,"6.58"" 1080x2408 pixels",48MP 2160p,16GB RAM Helio P90,10000mAh Li-Po
Oukitel,"৳20,000.00","2023, April",Android 13,"6.52"" 720x1600 pixels",13MP 1080p,4GB RAM Helio P35,10600mAh Li-Po
Oukitel,"৳55,000.00","2023, March",Android 13,"6.78"" 1080x2460 pixels",64MP 1080p,12GB RAM Helio G99,9800mAh Li-Ion
Oukitel,"৳35,000.00","2023, March",Android 13,"6.58"" 1080x2408 pixels",48MP 2160p,8GB RAM Helio P90,10000mAh Li-Po
Oukitel,"৳30,000.00","2023, March",Android 13,"3.5"" 720x1280 pixels",48MP 1080p,8GB RAM MT8788,3050mAh Li-Ion
Oukitel,"৳25,000.00","2023, August",Android 13,"6.56"" 720x1612 pixels",50MP 1080p,12GB RAM Unisoc Tiger T616,5150mAh Li-Po
